​ @adriqz5333  yo tambien sueño lo mismo realment pudiendo decir al fin no da miedo salir de noche aqui en Ecuador,1 year ago (edited)
 @sinnombre11112  es eso lo que me gustaría saber a mí ajja,1 year ago (edited)
Le falta gemidos al potu.gues,1 year ago
Arriba Bukele.👏🏻,1 year ago
Saludos desde Honduras,6 months ago
Somos Primero País Colombia 🇨🇴 Ir Cance Salvador Noticias Caracol Periodista Está Semana Ganamos Premios 🎉❤,1 year ago
​ @binipwince  Pero no muestra estadisticas 🕺,1 year ago (edited)
Que bueno que se mejoró el tema de la inseguridad pero faltan otros como la educación economía e inversión,1 year ago
¡Qué pena! no está el alemán suizo. No podré compartírselo a una amistad que tengo en Lucerna... Por cierto el año pasado Miss Suiza tuvo un acto protocolario con Nayib Bukele y en el periódico Swiss Info (que está en varios idiomas) se dice lo honrada que se sintió con él o algo así y parece que en ese periódico NO se habla  mal de Bukele (lo poco que he visto por encima),1 year ago
Así hace falta uno aquí en México!!,1 year ago
​ @DenissAguilar19 por qué vivos pueden trabajar y sirven más a el país.,1 year ago (edited)
Italiano porfavor tengo a mi marido y  la familia de mi marido a quiciera la escucharán en su idioma,1 year ago
yo tuve que defenderme con pistola de asaltos cuando era vendedor me obligó la situación a armarme por querer comer,1 year ago
​ @alterx7 empezando por los políticos,1 year ago (edited)
Que locura grande luisito,1 year ago
Es un ejercito que esta creando ese presidente,1 year ago
Ya no puedo ver los vídeos 😢,1 year ago
Espero poder un día decir eso de Colombia 😢,1 year ago
a quien le importa,1 year ago
Sube mas videos de El Salvador ❤,1 year ago
Saludos @luisito comunica te apoyo en todas las redes sociales❤,1 year ago
Helicoidales Venezuela,1 year ago
Mejor lethal cris,1 year ago
Que gran video te sacaste luisito.,1 year ago
Bukelele deveria darle classes a otros presidentes de como se maneja un pais.,1 year ago
Escomo Corea del Norte propaganda,1 year ago
Que se violen los derechos humanos? Encerrados sin previo juicio y por lo tanto sentencia???,1 year ago
😮,1 year ago
Que felicidad es escuchar que las personas recuperan la paz espero y en mi país se pueda hacer algo parecido nunca hay que dejar de luchar por la felicidad.,1 year ago
Eso esta echo con la ia?,1 year ago
Ven al carnaval de oruro plis luisito,1 year ago
Que genial,1 year ago
 @DanielMartinez-hi5cv  y eso se supone que es bueno?,1 year ago (edited)
Vamos que se note la IA,1 year ago
Denle gloria a dios por poner un hombre así en su país ....no sabes la envidia que uno siente la impotencia 😢😢😢son muy afortunado s,1 year ago
Pero elecciones livres no le gusta verdad??,1 year ago
​ @edu6698 una persona no hará la diferencia con calderón tenemos el ejemplo,1 year ago (edited)
​ @DanielMartinez-hi5cv  Brasil um desses,1 year ago (edited)
Non c’è in italiano…,3 weeks ago
Quiero un presidente así para mi bello México 🇲🇽 mi México se pudre con tanta corruption solo quiero lo menor para mi gente no estoy en contra de nadie y espero no ofender a nadie pero es triste cómo se vive casi en todo el territorio Mexicano🇲🇽 POR UN MUNDO MEJOR … 🙌🏻,1 year ago
Tal vez esté generalizando mucho pero en ese lugar no hay víctimas solo culpables de crímenes horrendos que han cometido por años sin consecuencias y que no hay ricos presos XD los ricos son sus jefes que creiste que al ver a sus perros ser arrestados ellos se ivan a quedar también jajaja eso es pecar de inocente o ignorante,1 year ago
"no puedes hacer lo que se ha echo en esa ciudad considerada ""país"" es difícil que eso funcione en un país de verdad",1 year ago
En diciembre cuando no sabías si eran cuetes o balasos XD,1 year ago
 @tavomontana3302 a los pobres q matan vi0lan secuestran??? pobrecitos q pecado,1 year ago (edited)
"Que super Excelente 
Muchas felicidades por poner la opcion de idioma",1 year ago
Cuando su pensamiento le cambié que esperemos que no y decida que quiera gobernar e salvador por un largo tiempo jaja ahí veremos si piensas lo mismo...,1 year ago
necesito a tu presidente en Colombia xd,1 year ago
5:06 5:08 5:10 5 5:20  😂,3 months ago
